"Date","Purchase_order_ID","Product_ID","Product_Name","Category1","Category2","Quantity","Unit_of_Measure","Unit_Price","Value","Supplier","Rabat","Type_order","Seasonality","Transport_Cost","Delivery_Expected","Delivery_Reality","Timeliness","Currency","Umowa_ramowa","Notes"
"5/31/2025","PO-000755","P-0326","Uvex Safety glasses 394","BHP","Safety glasses","200","szt.","233.94","46788.0","ITDistrib Sp. z o.o.","0.00%","ofertowe","Q2","451.13","6/14/2025","6/14/2025","0","PLN","nie",""
"8/7/2024","PO-000756","P-0081","3M Helmets 757","BHP","Helmets","100","szt.","48.27","4827.0","AutoServ Sp. z o.o.","1.60%","produkcjne","Q3","183.68","8/9/2024","8/9/2024","0","PLN","tak",""
"3/19/2024","PO-000757","P-0051","Brother Printers 174","IT","Printers","2","szt.","3598.49","7196.98","LogiTrans Sp. z o.o.","0.00%","ramowe","Q1","190.25","3/22/2024","3/22/2024","0","PLN","nie",""
"4/25/2025","PO-000758","P-0174","Makita Tools Model 673","Production","Tools","50","szt.","1012.63","50631.5","IndustrialCo Ltd","4.59%","produkcjne","Q2","1927.52","5/1/2025","5/1/2025","0","EUR","nie",""
"8/12/2025","PO-000759","P-0303","Stabilo Pens 561","Office","Pens","20","szt.","2-Apr","48.0","ITDistrib Sp. z o.o.","0.00%","ramowe","Q3","Mar-53","8/18/2025","8/18/2025","0","PLN","tak",""
"8/9/2024","PO-000760","P-0138","Xerox Paper Model 217","Office","Paper","1","op.","56.02","56.02","TechParts Sp. z o.o.","2.00%","produkcjne","Q3","Apr-37","8/16/2024","8/16/2024","0","PLN","tak",""
"6/4/2024","PO-000761","P-0117","REX Screws Model 988","Production","Screws","20","szt.","2-Sep","41.8","EuroSupply Sp. z o.o.","4.58%","ramowe","Q2","Feb-39","6/15/2024","6/12/2024","-3","PLN","tak",""
"4/11/2025","PO-000762","P-0241","FAG Bearings 183","Automotive","Bearings","20","szt.","233.26","4665.2","PaperMax GmbH","1.89%","produkcjne","Q2","270.0","4/13/2025","4/13/2025","0","EUR","tak",""
"4/20/2024","PO-000763","P-0210","Bosch Filters Model 644","Automotive","Filters","200","szt.","34.1","6820.0","AutoServ Sp. z o.o.","4.58%","produkcjne","Q2","398.99","4/26/2024","4/26/2024","0","PLN","nie",""
"3/16/2024","PO-000764","P-0076","NTN Bearings 636","Automotive","Bearings","200","szt.","208.56","41712.0","IndustrialCo BV","4.57%","produkcjne","Q1","161.7","3/19/2024","3/19/2024","0","EUR","tak",""
"5/23/2025","PO-000765","P-0320","Portwest Workwear Model 102","BHP","Workwear","20","szt.","352.21","7044.2","TechParts Sp. z o.o.","3.15%","katalogowe","Q2","54.36","5/26/2025","5/26/2025","0","PLN","nie",""
"9/25/2025","PO-000766","P-0197","Navigator Paper Model 100","Office","Paper","250","op.","58.52","14630.0","IndustrialCo Ltd","3.18%","produkcjne","Q3","190.44","10/3/2025","10/3/2025","0","EUR","tak",""
"10/24/2025","PO-000767","P-0324","Brother Toner Model 570","Office","Toner","1","szt.","719.79","719.79","OfficeLine Sp. z o.o.","4.58%","produkcjne","Q4","31-Aug","10/25/2025","10/30/2025","5","PLN","nie",""
"8/22/2024","PO-000768","P-0141","LG Monitors 766","IT","Monitors","2","szt.","5596.47","11192.94","EuroSupply GmbH","4.51%","produkcjne","Q3","189.89","9/1/2024","9/1/2024","0","EUR","tak","price anomaly"
"10/14/2024","PO-000769","P-0154","Portwest Workwear Model 180","BHP","Workwear","20","szt.","575.29","11505.8","IndustrialCo Sp. z o.o.","4.59%","produkcjne","Q4","294.68","10/21/2024","10/19/2024","-2","PLN","tak",""
"5/26/2024","PO-000770","P-0176","IKEA Office chairs 857","Office","Office chairs","1","szt.","540.54","540.54","SafeGear Sp. z o.o.","0.00%","ramowe","Q2","33.37","6/7/2024","6/7/2024","0","PLN","nie",""
"7/26/2025","PO-000771","P-0250","Nowy Styl Office chairs 162","Office","Office chairs","5","szt.","1119.93","5599.65","LogiTrans Sp. z o.o.","0.00%","ramowe","Q3","47.52","8/1/2025","8/1/2025","0","PLN","tak",""
"9/26/2024","PO-000772","P-0294","Dell Monitors 345","IT","Monitors","20","szt.","451.5","9030.0","IndustrialCo Sp. z o.o.","2.06%","katalogowe","Q3","277.74","9/30/2024","9/30/2024","0","PLN","nie",""
"1/5/2024","PO-000773","P-0211","Brother Printers 353","IT","Printers","20","szt.","2119.41","42388.2","LogiTrans Sp. z o.o.","4.58%","produkcjne","Q1","413.45","1/8/2024","1/8/2024","0","PLN","nie",""
"5/21/2025","PO-000774","P-0159","Nowy Styl Office chairs Model 309","Office","Office chairs","100","szt.","813.01","81301.0","LogiTrans Sp. z o.o.","0.00%","awaryjne","Q2","2341.8","5/24/2025","5/31/2025","7","PLN","nie",""
"6/7/2025","PO-000775","P-0300","ABB Motors Model 154","Production","Motors","100","szt.","5424.35","542435.0","ITDistrib GmbH","0.00%","ramowe","Q2","6000.0","6/11/2025","6/11/2025","0","EUR","tak",""
"9/29/2025","PO-000776","P-0014","Milwaukee Tools 443","Production","Tools","10","szt.","507.1","5071.0","EuroSupply Sp. z o.o.","2.51%","produkcjne","Q3","299.77","10/13/2025","10/13/2025","0","PLN","tak",""
"1/6/2025","PO-000777","P-0013","Honeywell Safety glasses 887","BHP","Safety glasses","20","szt.","139.93","2798.6","IndustrialCo BV","0.00%","awaryjne","Q1","91.06","1/11/2025","1/19/2025","8","EUR","nie",""
"8/2/2025","PO-000778","P-0268","Milwaukee Tools 314","Production","Tools","10","szt.","1466.74","14667.4","PaperMax Sp. z o.o.","4.59%","produkcjne","Q3","485.12","8/10/2025","8/10/2025","0","PLN","nie",""
"2/26/2024","PO-000779","P-0241","FAG Bearings 183","Automotive","Bearings","2","szt.","237.89","475.78","PaperMax GmbH","3.50%","produkcjne","Q1","44.58","3/6/2024","3/6/2024","0","EUR","tak",""
"1/7/2025","PO-000780","P-0226","Milwaukee Tools 168","Production","Tools","50","szt.","371.06","18553.0","PaperMax Sp. z o.o.","0.00%","awaryjne","Q1","430.34","1/14/2025","1/14/2025","0","PLN","nie",""
"11/3/2024","PO-000781","P-0085","Canon Printers Model 247","IT","Printers","2","szt.","3636.75","7273.5","EuroSupply SARL","0.00%","ramowe","Q4","51.5","11/14/2024","11/13/2024","-1","EUR","nie",""
"9/6/2024","PO-000782","P-0015","BIC Pens 103","Office","Pens","1","szt.","1-Dec","1-Dec","TechParts Sp. z o.o.","2.25%","produkcjne","Q3","0.08","9/11/2024","9/11/2024","0","PLN","tak",""
"7/29/2025","PO-000783","P-0118","HP Printers 478","IT","Printers","200","szt.","4801.68","960336.0","LogiTrans BV","3.42%","produkcjne","Q3","6000.0","7/31/2025","7/31/2025","0","EUR","tak",""
"1/30/2024","PO-000784","P-0211","Brother Printers 353","IT","Printers","200","szt.","2346.1","469220.0","ITDistrib SARL","2.36%","produkcjne","Q1","4215.32","1/31/2024","1/31/2024","0","EUR","tak",""
"6/30/2024","PO-000785","P-0058","Xerox Toner 562","Office","Toner","200","szt.","956.0","191200.0","LogiTrans Sp. z o.o.","2.14%","produkcjne","Q2","6000.0","7/4/2024","7/14/2024","10","PLN","tak",""
"4/15/2024","PO-000786","P-0216","Bosch Tools 540","Production","Tools","5","szt.","1052.53","5262.65","EuroSupply Sp. z o.o.","0.00%","ofertowe","Q2","158.93","4/26/2024","4/26/2024","0","PLN","nie",""
"12/13/2023","PO-000787","P-0261","Sachs Engine parts Model 290","Automotive","Engine parts","1","szt.","1513.72","1513.72","ProMech Sp. z o.o.","0.00%","ramowe","Q4","80.46","12/24/2023","1/2/2024","9","PLN","tak",""
"9/4/2025","PO-000788","P-0062","Xerox Toner 651","Office","Toner","50","szt.","895.42","44771.0","LogiTrans S.r.l.","3.45%","produkcjne","Q3","759.52","9/12/2025","9/12/2025","0","EUR","nie",""
"5/5/2024","PO-000789","P-0183","Papyrus Paper Model 764","Office","Paper","10","op.","69.91","699.1","LogiTrans Sp. z o.o.","4.18%","produkcjne","Q2","40.48","5/9/2024","5/9/2024","0","PLN","tak",""
"8/16/2024","PO-000790","P-0234","Microsoft Software 771","IT","Software","10","licencja","8367.49","83674.9","AutoServ Sp. z o.o.","0.00%","ramowe","Q3","2037.91","8/22/2024","8/20/2024","-2","PLN","nie",""
"8/14/2024","PO-000791","P-0224","Mann Filters Model 604","Automotive","Filters","100","szt.","26.54","2654.0","PaperMax S.r.l.","3.09%","produkcjne","Q3","26.21","8/21/2024","8/21/2024","0","EUR","tak",""
"2/19/2024","PO-000792","P-0250","Nowy Styl Office chairs 162","Office","Office chairs","50","szt.","1117.7","55885.0","LogiTrans Sp. z o.o.","3.39%","produkcjne","Q1","777.77","2/24/2024","2/24/2024","0","PLN","tak",""
"3/2/2025","PO-000793","P-0324","Brother Toner Model 570","Office","Toner","50","szt.","696.61","34830.5","ProMech Sp. z o.o.","1.87%","produkcjne","Q1","576.6","3/6/2025","3/6/2025","0","PLN","nie",""
"8/9/2024","PO-000794","P-0097","Microsoft Software 656","IT","Software","1","licencja","6466.67","6466.67","AutoServ Sp. z o.o.","1.77%","produkcjne","Q3","327.68","8/13/2024","8/12/2024","-1","PLN","tak",""
"10/24/2025","PO-000795","P-0232","Xerox Paper Model 662","Office","Paper","100","op.","47.95","4795.0","OfficeLine Sp. z o.o.","0.00%","ofertowe","Q4","186.41","10/25/2025","10/25/2025","0","PLN","nie",""
"2/25/2025","PO-000796","P-0154","Portwest Workwear Model 180","BHP","Workwear","50","szt.","591.85","29592.5","SafeGear Sp. z o.o.","0.00%","awaryjne","Q1","413.42","3/9/2025","3/9/2025","0","PLN","nie","urgent"
"10/23/2025","PO-000797","P-0014","Milwaukee Tools 443","Production","Tools","5","szt.","500.93","2504.65","PaperMax Sp. z o.o.","0.00%","katalogowe","Q4","84.11","11/3/2025","11/3/2025","0","PLN","nie",""
"7/16/2024","PO-000798","P-0121","Honeywell Gloves Rękawice 282","BHP","Gloves","10","para","41.61","416.1","ITDistrib Sp. z o.o.","4.58%","awaryjne","Q3","51.02","7/26/2024","7/26/2024","0","PLN","nie","urgent"
"5/19/2025","PO-000799","P-0134","HP Laptops 911","IT","Laptops","2","szt.","12029.68","24059.36","OfficeLine Sp. z o.o.","0.00%","ramowe","Q2","923.92","5/20/2025","5/20/2025","0","PLN","tak",""
"5/8/2024","PO-000800","P-0125","Profim Office chairs 680","Office","Office chairs","50","szt.","1994.93","99746.5","EuroSupply Sp. z o.o.","0.00%","katalogowe","Q2","189.81","5/22/2024","5/22/2024","0","PLN","nie",""
"2/28/2025","PO-000801","P-0111","Stabilo Pens Model 371","Office","Pens","10","szt.","Feb-58","25-Aug","TechParts Ltd","3.56%","ofertowe","Q1","Feb-55","3/9/2025","3/19/2025","10","EUR","nie",""
"3/24/2024","PO-000802","P-0113","3M Helmets 708","BHP","Helmets","10","szt.","102.26","1022.6","IndustrialCo Sp. z o.o.","3.24%","produkcjne","Q1","37.37","3/30/2024","3/30/2024","0","PLN","tak",""
"4/12/2024","PO-000803","P-0085","Canon Printers Model 247","IT","Printers","100","szt.","3361.2","336120.0","LogiTrans BV","4.43%","produkcjne","Q2","5023.41","4/15/2024","4/15/2024","0","EUR","tak",""
"2/14/2024","PO-000804","P-0320","Portwest Workwear Model 102","BHP","Workwear","50","szt.","355.63","17781.5","PaperMax Sp. z o.o.","1.99%","produkcjne","Q1","54.76","2/20/2024","2/20/2024","0","PLN","tak",""
"7/29/2024","PO-000805","P-0223","Mann Filters Model 631","Automotive","Filters","20","szt.","149.71","2994.2","AutoServ GmbH","4.48%","produkcjne","Q3","62.25","8/4/2024","8/4/2024","0","EUR","nie",""
"10/22/2025","PO-000806","P-0326","Uvex Safety glasses 394","BHP","Safety glasses","20","szt.","169.16","3383.2","EuroSupply SARL","2.06%","produkcjne","Q4","166.09","11/2/2025","11/2/2025","0","EUR","tak",""
"11/2/2024","PO-000807","P-0090","Bosch Engine parts 339","Automotive","Engine parts","200","szt.","2280.02","456004.0","LogiTrans Ltd","3.05%","produkcjne","Q4","5646.42","11/8/2024","11/8/2024","0","EUR","tak",""
"12/21/2023","PO-000808","P-0179","Canon Printers 347","IT","Printers","10","szt.","1087.84","10878.4","LogiTrans Sp. z o.o.","4.58%","produkcjne","Q4","418.74","12/25/2023","12/25/2023","0","PLN","tak",""
"6/29/2024","PO-000809","P-0157","Shell Oils 971L","Automotive","Oils","5","L","71.75","358.75","TechParts Sp. z o.o.","2.25%","produkcjne","Q2","27.59","7/5/2024","7/4/2024","-1","PLN","tak",""
"9/23/2025","PO-000810","P-0223","Mann Filters Model 631","Automotive","Filters","200","szt.","141.5","28300.0","ProMech Sp. z o.o.","0.00%","ofertowe","Q3","307.29","10/2/2025","10/2/2025","0","PLN","nie",""
"11/29/2023","PO-000811","P-0260","Mobil Oils 304L","Automotive","Oils","10","L","69.26","692.6","IndustrialCo BV","4.57%","produkcjne","Q4","36.95","12/3/2023","12/3/2023","0","EUR","nie",""
"6/27/2025","PO-000812","P-0032","Gates Engine parts Model 115","Automotive","Engine parts","100","szt.","1889.0","188900.0","AutoServ GmbH","3.20%","produkcjne","Q2","3357.69","7/7/2025","7/17/2025","10","EUR","nie",""
"7/22/2025","PO-000813","P-0346","Bosch Filters Model 779","Automotive","Filters","5","szt.","48.79","243.95","IndustrialCo Sp. z o.o.","1.97%","produkcjne","Q3","23.53","7/31/2025","7/28/2025","-3","PLN","nie",""
"7/15/2024","PO-000814","P-0135","Navigator Paper Model 150","Office","Paper","5","op.","35.06","175.3","SafeGear Sp. z o.o.","0.00%","ramowe","Q3","Apr-31","7/27/2024","7/27/2024","0","PLN","tak",""
"7/16/2024","PO-000815","P-0286","Dell Monitors 193","IT","Monitors","10","szt.","1627.71","16277.1","OfficeLine Sp. z o.o.","4.14%","ofertowe","Q3","456.09","7/17/2024","7/17/2024","0","PLN","nie",""
"8/15/2024","PO-000816","P-0219","Petzl Helmets Model 991","BHP","Helmets","5","szt.","92.84","464.2","IndustrialCo Sp. z o.o.","0.00%","ramowe","Q3","47.02","8/25/2024","8/25/2024","0","PLN","tak",""
"11/18/2024","PO-000817","P-0117","REX Screws Model 988","Production","Screws","2","szt.","2.0","4.0","ProMech Sp. z o.o.","0.00%","awaryjne","Q4","0.62","11/25/2024","11/25/2024","0","PLN","nie","urgent"
"3/18/2025","PO-000818","P-0275","Siemens Motors 640","Production","Motors","1","szt.","2171.74","2171.74","SafeGear GmbH","4.57%","produkcjne","Q1","100.51","3/22/2025","3/22/2025","0","EUR","tak",""
"7/14/2025","PO-000819","P-0201","Petzl Helmets 833","BHP","Helmets","50","szt.","103.65","5182.5","OfficeLine Sp. z o.o.","3.08%","produkcjne","Q3","94.92","7/16/2025","7/16/2025","0","PLN","tak",""
"2/3/2025","PO-000820","P-0201","Petzl Helmets 833","BHP","Helmets","200","szt.","106.88","21376.0","OfficeLine Sp. z o.o.","2.00%","produkcjne","Q1","223.98","2/6/2025","2/4/2025","-2","PLN","tak",""
"6/18/2025","PO-000821","P-0072","BIC Pens Model 714","Office","Pens","10","szt.","Jan-74","17-Apr","LogiTrans S.r.l.","4.57%","produkcjne","Q2","2-Mar","6/28/2025","7/3/2025","5","EUR","tak",""
"9/17/2025","PO-000822","P-0055","Mann Filters Model 376","Automotive","Filters","2","szt.","255.04","510.08","PaperMax Sp. z o.o.","0.00%","katalogowe","Q3","27-Sep","9/28/2025","9/28/2025","0","PLN","nie",""
"7/12/2024","PO-000823","P-0039","Dell Monitors Model 664","IT","Monitors","5","szt.","2980.97","14904.85","SafeGear S.r.l.","0.00%","katalogowe","Q3","213.33","7/23/2024","7/23/2024","0","EUR","nie",""
"4/29/2024","PO-000824","P-0193","Siemens Motors 871","Production","Motors","200","szt.","7167.02","1433404.0","EuroSupply Sp. z o.o.","1.73%","produkcjne","Q2","6000.0","5/10/2024","5/10/2024","0","PLN","tak",""
"10/7/2025","PO-000825","P-0336","REX Screws 294","Production","Screws","100","szt.","0.23","23.0","EuroSupply S.r.l.","0.00%","awaryjne","Q4","Feb-25","10/11/2025","10/11/2025","0","EUR","nie",""
"1/12/2025","PO-000826","P-0124","Profim Office chairs Model 193","Office","Office chairs","200","szt.","1229.92","245984.0","LogiTrans Ltd","1.63%","produkcjne","Q1","4472.06","1/19/2025","1/19/2025","0","EUR","tak",""
"11/30/2024","PO-000827","P-0121","Honeywell Gloves Rękawice 282","BHP","Gloves","50","para","39.17","1958.5","AutoServ Sp. z o.o.","4.59%","produkcjne","Q4","64.74","12/7/2024","12/12/2024","5","PLN","tak",""
"4/10/2025","PO-000828","P-0228","Shell Oils 725L","Automotive","Oils","20","L","75.29","1505.8","OfficeLine Sp. z o.o.","1.34%","produkcjne","Q2","61.83","4/11/2025","4/19/2025","8","PLN","nie",""
"2/12/2024","PO-000829","P-0205","Siemens Sensors 598","Production","Sensors","2","szt.","283.03","566.06","PaperMax SARL","4.22%","produkcjne","Q1","Nov-58","2/16/2024","2/16/2024","0","EUR","tak",""
"3/26/2024","PO-000830","P-0286","Dell Monitors 193","IT","Monitors","200","szt.","1019.65","203930.0","TechParts Sp. z o.o.","0.00%","ramowe","Q1","6000.0","3/31/2024","3/31/2024","0","PLN","tak",""
"12/5/2024","PO-000831","P-0201","Petzl Helmets 833","BHP","Helmets","2","szt.","108.57","217.14","OfficeLine Sp. z o.o.","2.53%","produkcjne","Q4","19.15","12/6/2024","12/4/2024","-2","PLN","nie",""
"9/14/2024","PO-000832","P-0154","Portwest Workwear Model 180","BHP","Workwear","5","szt.","520.87","2604.35","ITDistrib Sp. z o.o.","0.00%","katalogowe","Q3","110.07","9/23/2024","9/26/2024","3","PLN","nie",""
"6/17/2024","PO-000833","P-0108","Mahle Filters 440","Automotive","Filters","20","szt.","224.66","4493.2","IndustrialCo Ltd","3.27%","produkcjne","Q2","113.23","6/23/2024","6/23/2024","0","EUR","tak",""
"11/7/2023","PO-000834","P-0126","Bosch Engine parts Model 267","Automotive","Engine parts","1","szt.","820.85","820.85","EuroSupply SARL","1.30%","produkcjne","Q4","47.24","11/17/2023","11/15/2023","-2","EUR","tak",""
"6/10/2025","PO-000835","P-0046","DeWalt Tools 590","Production","Tools","50","szt.","1905.32","95266.0","SafeGear GmbH","0.00%","awaryjne","Q2","4800.07","6/17/2025","6/17/2025","0","EUR","nie",""
"10/5/2025","PO-000836","P-0313","Brother Toner Model 723","Office","Toner","1","szt.","239.74","239.74","TechParts Sp. z o.o.","0.00%","ramowe","Q4","16.38","10/9/2025","10/9/2025","0","PLN","tak",""
"6/1/2025","PO-000837","P-0295","NTN Bearings 237","Automotive","Bearings","100","szt.","94.92","9492.0","PaperMax Sp. z o.o.","4.58%","produkcjne","Q2","203.49","6/10/2025","6/17/2025","7","PLN","nie",""
"9/18/2024","PO-000838","P-0028","Wurth Screws 413","Production","Screws","20","szt.","0.46","9-Feb","SafeGear GmbH","4.30%","produkcjne","Q3","0.29","9/26/2024","9/26/2024","0","EUR","tak",""
"6/19/2024","PO-000839","P-0257","Milwaukee Tools 173","Production","Tools","5","szt.","176.36","881.8","SafeGear Sp. z o.o.","3.59%","produkcjne","Q2","69.43","7/2/2024","7/2/2024","0","PLN","tak",""
"3/31/2025","PO-000840","P-0172","HP Toner 159","Office","Toner","200","szt.","991.63","198326.0","LogiTrans S.r.l.","4.57%","produkcjne","Q1","5455.68","4/8/2025","4/8/2025","0","EUR","nie",""
"7/7/2024","PO-000841","P-0042","Microsoft Software Model 985","IT","Software","100","licencja","17479.79","1747979.0","PaperMax Sp. z o.o.","4.58%","produkcjne","Q3","6000.0","7/20/2024","7/25/2024","5","PLN","tak",""
"1/24/2025","PO-000842","P-0320","Portwest Workwear Model 102","BHP","Workwear","5","szt.","329.18","1645.9","ITDistrib Sp. z o.o.","0.00%","awaryjne","Q1","101.4","1/31/2025","1/31/2025","0","PLN","nie","urgent"
"9/30/2025","PO-000843","P-0270","DeWalt Tools Model 795","Production","Tools","200","szt.","1092.9","218580.0","ITDistrib BV","4.57%","katalogowe","Q3","3325.69","10/3/2025","10/3/2025","0","EUR","nie",""
"2/17/2025","PO-000844","P-0344","Mahle Filters Model 459","Automotive","Filters","200","szt.","212.65","42530.0","OfficeLine Sp. z o.o.","1.52%","ofertowe","Q1","461.93","2/19/2025","2/19/2025","0","PLN","nie",""
"7/10/2025","PO-000845","P-0065","3M Helmets 818","BHP","Helmets","20","szt.","149.09","2981.8","EuroSupply S.r.l.","0.00%","ramowe","Q3","124.16","7/17/2025","7/17/2025","0","EUR","tak",""
"4/8/2024","PO-000846","P-0199","Shell Oils 872L","Automotive","Oils","20","L","63.57","1271.4","SafeGear GmbH","0.00%","katalogowe","Q2","80.31","4/15/2024","4/15/2024","0","EUR","nie",""
"2/8/2025","PO-000847","P-0179","Canon Printers 347","IT","Printers","5","szt.","1191.08","5955.4","LogiTrans Sp. z o.o.","4.33%","produkcjne","Q1","264.95","2/12/2025","2/11/2025","-1","PLN","tak",""
"3/23/2024","PO-000848","P-0270","DeWalt Tools Model 795","Production","Tools","1","szt.","1108.52","1108.52","ITDistrib GmbH","2.42%","produkcjne","Q1","78.35","3/29/2024","3/29/2024","0","EUR","tak",""
"4/6/2024","PO-000849","P-0244","Mobil Oils 983L","Automotive","Oils","200","L","140.76","28152.0","EuroSupply SARL","2.18%","awaryjne","Q2","518.86","4/11/2024","4/11/2024","0","EUR","nie",""
"5/2/2024","PO-000850","P-0083","FAG Bearings Model 446","Automotive","Bearings","2","szt.","264.45","528.9","PaperMax Sp. z o.o.","2.06%","produkcjne","Q2","35.79","5/12/2024","5/12/2024","0","PLN","tak",""
"3/10/2025","PO-000851","P-0342","Bosch Filters 532","Automotive","Filters","1","szt.","310.02","310.02","ProMech Sp. z o.o.","1.91%","produkcjne","Q1","13-Feb","3/22/2025","3/19/2025","-3","PLN","tak",""
"2/15/2025","PO-000852","P-0113","3M Helmets 708","BHP","Helmets","50","szt.","117.61","5880.5","IndustrialCo Sp. z o.o.","3.13%","ramowe","Q1","53.18","2/21/2025","2/21/2025","0","PLN","tak",""
"9/9/2025","PO-000853","P-0009","Honeywell Safety glasses Model 232","BHP","Safety glasses","1","szt.","17.73","17.73","EuroSupply SARL","4.57%","produkcjne","Q3","1-Jan","9/17/2025","9/17/2025","0","EUR","nie",""
"9/25/2024","PO-000854","P-0149","Helly Hansen Workwear 802","BHP","Workwear","2","szt.","99.15","198.3","OfficeLine S.r.l.","0.00%","ramowe","Q3","Aug-65","10/7/2024","10/7/2024","0","EUR","tak",""
"7/2/2025","PO-000855","P-0248","Castrol Oils 808L","Automotive","Oils","200","L","145.42","29084.0","TechParts Sp. z o.o.","0.00%","produkcjne","Q3","660.32","7/3/2025","7/3/2025","0","PLN","tak",""
"2/26/2024","PO-000856","P-0292","Total Oils 688L","Automotive","Oils","5","L","174.96","874.8","IndustrialCo BV","2.35%","produkcjne","Q1","49.57","2/27/2024","2/27/2024","0","EUR","tak",""
"11/9/2023","PO-000857","P-0304","Bosch Filters 223","Automotive","Filters","2","szt.","119.66","239.32","IndustrialCo Sp. z o.o.","0.00%","produkcjne","Q4","Jul-22","11/17/2023","11/17/2023","0","PLN","tak",""
"2/27/2025","PO-000858","P-0007","Samsung Monitors Model 944","IT","Monitors","50","szt.","1552.41","77620.5","EuroSupply GmbH","4.59%","produkcjne","Q1","775.18","3/10/2025","3/10/2025","0","EUR","tak",""
"11/19/2023","PO-000859","P-0126","Bosch Engine parts Model 267","Automotive","Engine parts","200","szt.","737.64","147528.0","EuroSupply SARL","4.59%","produkcjne","Q4","4264.04","11/25/2023","11/25/2023","0","EUR","nie",""
"1/9/2025","PO-000860","P-0042","Microsoft Software Model 985","IT","Software","100","licencja","18353.44","1835344.0","PaperMax Sp. z o.o.","4.58%","produkcjne","Q1","6000.0","1/18/2025","1/18/2025","0","PLN","tak",""
"4/1/2024","PO-000861","P-0172","HP Toner 159","Office","Toner","10","szt.","1168.84","11688.4","LogiTrans S.r.l.","0.00%","ramowe","Q2","219.49","4/7/2024","4/7/2024","0","EUR","tak",""
"9/2/2025","PO-000862","P-0033","Helly Hansen Workwear Model 267","BHP","Workwear","2","szt.","416.28","832.56","PaperMax BV","0.00%","awaryjne","Q3","116.36","9/11/2025","9/11/2025","0","EUR","nie",""
"1/16/2024","PO-000863","P-0324","Brother Toner Model 570","Office","Toner","2","szt.","717.29","1434.58","OfficeLine Sp. z o.o.","4.58%","ramowe","Q1","58.73","1/17/2024","1/17/2024","0","PLN","tak",""
"7/7/2025","PO-000864","P-0170","DeWalt Tools 112","Production","Tools","200","szt.","1454.79","290958.0","PaperMax Sp. z o.o.","2.62%","produkcjne","Q3","6000.0","7/16/2025","7/18/2025","2","PLN","tak",""
"8/15/2025","PO-000865","P-0047","Siemens Sensors Model 475","Production","Sensors","200","szt.","350.46","70092.0","IndustrialCo Ltd","4.14%","produkcjne","Q3","117.0","8/24/2025","9/2/2025","9","EUR","tak",""
"4/12/2024","PO-000866","P-0077","Milwaukee Tools 349","Production","Tools","200","szt.","2520.62","504124.0","TechParts Sp. z o.o.","0.00%","ofertowe","Q2","6000.0","4/16/2024","4/13/2024","-3","PLN","nie",""
"6/27/2025","PO-000867","P-0006","Siemens Sensors Model 208","Production","Sensors","200","szt.","1442.51","288502.0","IndustrialCo Ltd","2.86%","produkcjne","Q2","2249.67","7/6/2025","7/6/2025","0","EUR","tak",""
"2/12/2024","PO-000868","P-0116","Papyrus Paper 886 op.","Office","Paper","100","op.","30-Nov","3011.0","LogiTrans S.r.l.","0.00%","ramowe","Q1","94.81","2/15/2024","2/14/2024","-1","EUR","tak",""
"8/24/2025","PO-000869","P-0125","Profim Office chairs 680","Office","Office chairs","20","szt.","1854.42","37088.4","AutoServ Sp. z o.o.","4.32%","ramowe","Q3","1258.15","8/30/2025","8/30/2025","0","PLN","tak",""
"5/31/2025","PO-000870","P-0184","Honeywell Gloves Model 753","BHP","Gloves","50","para","36.38","1819.0","OfficeLine Sp. z o.o.","2.02%","produkcjne","Q2","138.47","6/1/2025","6/1/2025","0","PLN","nie",""
"2/15/2024","PO-000871","P-0108","Mahle Filters 440","Automotive","Filters","1","szt.","229.04","229.04","IndustrialCo Ltd","3.20%","produkcjne","Q1","19.38","2/19/2024","2/19/2024","0","EUR","tak",""
"12/17/2024","PO-000872","P-0132","IKEA Office chairs Model 453","Office","Office chairs","10","szt.","1961.47","19614.7","TechParts Ltd","0.00%","ofertowe","Q4","697.29","12/25/2024","12/25/2024","0","EUR","nie",""
"11/19/2023","PO-000873","P-0222","Wurth Screws Model 983","Production","Screws","200","szt.","0.58","116.0","ITDistrib GmbH","0.00%","katalogowe","Q4","Sep-34","11/24/2023","11/24/2023","0","EUR","nie",""
"5/7/2024","PO-000874","P-0168","Dell Monitors 143","IT","Monitors","1","szt.","2196.34","2196.34","EuroSupply S.r.l.","4.52%","produkcjne","Q2","52.97","5/9/2024","5/9/2024","0","EUR","nie",""
"2/2/2025","PO-000875","P-0019","Adobe Software 759","IT","Software","10","licencja","9085.96","90859.6","LogiTrans Sp. z o.o.","2.08%","produkcjne","Q1","1422.88","2/10/2025","2/10/2025","0","PLN","nie",""
"1/17/2025","PO-000876","P-0287","Uvex Safety glasses Model 318","BHP","Safety glasses","5","szt.","124.71","623.55","PaperMax S.r.l.","4.57%","produkcjne","Q1","Apr-51","1/26/2025","2/3/2025","8","EUR","tak",""
"12/27/2023","PO-000877","P-0131","Castrol Oils 773L","Automotive","Oils","5","L","76.01","380.05","ProMech Sp. z o.o.","4.58%","produkcjne","Q4","34.4","1/5/2024","1/2/2024","-3","PLN","tak",""
"9/28/2024","PO-000878","P-0282","3M Safety glasses 493","BHP","Safety glasses","2","szt.","200.8","401.6","IndustrialCo SARL","2.97%","produkcjne","Q3","Oct-37","10/12/2024","10/16/2024","4","EUR","tak",""
